"OriginalAddress1","PermitNum","PermitClass","PermitClassMapped","PermitTypeDesc","Description","HousingUnits","HousingUnitsRemoved","HousingUnitsAdded","AppliedDate","EstProjectCost","IssuedDate","ExpiresDate","StatusCurrent","OriginalCity","OriginalState","OriginalZip","ContractorCompanyName","Link","Latitude","Longitude","Location1"
"5617 CALIFORNIA AVE SW","7024504-CN","Multifamily","Residential","New","Construct west multi-family building  occupy per plans. (Establish use as townhouses and live work units per land use code. Construct two multi-family buildings and one live-work building  occupy per plans. Reviews and processing for (3) records under 6988988-CN)","2","0","2","2025 Oct 13 12:00:00 AM","653,180","2025 Oct 13 12:00:00 AM","2027 Apr 13 12:00:00 AM","Issued","SEATTLE","WA","98136",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7024504-CN","47.55157987","-122.38746331","POINT (-122.38746331 47.55157987)"
"9212 PHINNEY AVE N","7115873-CN","Single Family/Duplex","Residential","New","Construct detached garage accessory to existing single family residence  subject to field inspection (STFI).","0",,,"2025 Nov 07 12:00:00 AM","27,717","2025 Nov 10 12:00:00 AM","2027 May 10 12:00:00 AM","Issued","SEATTLE","WA","98103",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7115873-CN","47.69646837","-122.35372836","POINT (-122.35372836 47.69646837)"
"7946 35TH AVE SW","7025770-CN","Single Family/Duplex","Residential","New","Convert existing single family residence to detached accessory dwelling per Land Use Code (no work).  (Establish use as single family residence with attached accessory dwelling unit and convert existing dwelling to a detached accessory dwelling unit per Land Use Code. Construct a two-family dwelling.  Reviews and processing for 2 construction records under 7004520-CN)","1","0","1","2024 May 17 12:00:00 AM","600,000","2024 Oct 03 12:00:00 AM","2026 Apr 03 12:00:00 AM","Issued","SEATTLE","WA","98126",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7025770-CN","47.53058538","-122.37628844","POINT (-122.37628844 47.53058538)"
"612 33RD AVE E","7026378-CN","Single Family/Duplex","Residential","New","Construct DADU/Garage  per plans (Establish use as a single family residence and allow a detached accessory dwelling unit per the land use code. Construct a single-family residence and a detached accessory dwelling unit maintain portions of existing foundation and structure  per plans. Reviews and processing for two CN's under 7001507-CN)","1","0","1","2024 May 22 12:00:00 AM","176,873","2025 Feb 14 12:00:00 AM","2026 Aug 14 12:00:00 AM","Issued","SEATTLE","WA","98112",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7026378-CN","47.62545544","-122.28905177","POINT (-122.28905177 47.62545544)"
"4409 S HOLLY ST","7027591-CN","Single Family/Duplex","Residential","New","Construct new two-family dwelling  per plan (Establish use as single family residence with attached and detached accessory dwelling units per land use code.   Construct new one- and two-family dwellings  per plan.  Review and processing for two records under 7027591-CN).","4","0","4","2024 Jul 16 12:00:00 AM","510,891","2025 Feb 03 12:00:00 AM","2026 Aug 03 12:00:00 AM","Issued","SEATTLE","WA","98118",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7027591-CN","47.54227069","-122.27768748","POINT (-122.27768748 47.54227069)"
"707 N 65TH ST","7028667-CN","Single Family/Duplex","Residential","New","Construct a two-family dwelling  per plans (Establish use as a single-family dwelling unit with attached and detached accessory dwelling units  per the land use code. Construct both a two- and one-family dwelling  per plans. Reviews and processing for (2) -CN's under 7028667)","4","0","4","2024 Oct 24 12:00:00 AM","570,164","2025 May 16 12:00:00 AM","2026 Nov 16 12:00:00 AM","Issued","SEATTLE","WA","98103",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7028667-CN","47.67588155","-122.34959296","POINT (-122.34959296 47.67588155)"
"640 W BARRETT ST","7029004-CN","Single Family/Duplex","Residential","New","Establish use as townhouse (multifamily)  per land use code. Construct two family dwelling  per plan.","0","0","0","2024 Sep 11 12:00:00 AM","1,375,367","2025 Sep 25 12:00:00 AM","2027 Mar 25 12:00:00 AM","Issued","SEATTLE","WA","98119",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7029004-CN","47.64704852","-122.36597156","POINT (-122.36597156 47.64704852)"
"2001 W GARFIELD ST","7029969-CN","Industrial","Non-Residential","New","Install 2 pre-manufactured buildings on an industrial site  per plan.","0","0","0","2024 Jul 10 12:00:00 AM","165,000","2025 Sep 15 12:00:00 AM","2027 Mar 15 12:00:00 AM","Issued","SEATTLE","WA","98119",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7029969-CN","47.63100625","-122.38282969","POINT (-122.38282969 47.63100625)"
"4405 S HOLLY ST","7030202-CN","Single Family/Duplex","Residential","New","Construct new two family dwelling  per plan. (Establish use as single-family dwelling unit with attached and detached accessory dwelling units per land use code. Construct new one and two family dwellings  per plan. Review and processing for two records under 7030202-CN.)","4","0","4","2024 Jul 19 12:00:00 AM","514,718","2025 Feb 13 12:00:00 AM","2026 Aug 13 12:00:00 AM","Issued","SEATTLE","WA","98118",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7030202-CN","47.54227482","-122.27779536","POINT (-122.27779536 47.54227482)"
"6509 19TH AVE NW","7030206-CN","Single Family/Duplex","Residential","New","Construct new west single family dwelling  per plan. (Establish use as single family residence with attached and detached accessory dwelling units per land use code.  Construct new one and two family dwellings  per plan. Review and processing for two records under 7030206-CN)","2","0","2","2024 Jul 25 12:00:00 AM","198,241","2025 Jan 28 12:00:00 AM","2026 Jul 28 12:00:00 AM","Issued","SEATTLE","WA","98117",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7030206-CN","47.67625206","-122.38127642","POINT (-122.38127642 47.67625206)"
"2558 30TH AVE W","7030580-CN","Single Family/Duplex","Residential","New","Construct west two-family dwelling  per plan. (Establish use as single-family residence with attached and detached accessory dwelling units per land use code. Construct new one- and two-family dwellings  per plan. Review and processing for two records under 7030580-CN)","4","0","4","2024 Aug 30 12:00:00 AM","738,189","2025 Feb 11 12:00:00 AM","2026 Aug 11 12:00:00 AM","Issued","SEATTLE","WA","98199",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7030580-CN","47.64292417","-122.39530425","POINT (-122.39530425 47.64292417)"
"909 C 32ND AVE S","7031995-CN","Single Family/Duplex","Residential","New","Construct west one-family dwelling  per plan (Establish use as single family residence with attached and detached accessory dwelling units per land use code. Construct new one- and two-family dwellings  per plan. Review and processing for two records under 7000946-CN)","1","0","1","2024 Jun 21 12:00:00 AM","197,782","2025 Mar 03 12:00:00 AM","2026 Sep 03 12:00:00 AM","Issued","SEATTLE","WA","98144",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7031995-CN","47.59411538","-122.2920621","POINT (-122.2920621 47.59411538)"
"7533 1ST AVE NE","7034432-CN","Single Family/Duplex","Residential","New","Convert east one-family dwelling into DADU  per plan. (Allow new detached accessory dwelling unit to existing single-family use per land use code. Construct new one-family dwelling and convert existing one-family dwelling to DADU. Review and process for 2 records under 7022058-CN)","1","0","1","2024 Jul 16 12:00:00 AM","10,000","2024 Sep 26 12:00:00 AM","2026 Mar 26 12:00:00 AM","Issued","SEATTLE","WA","98115",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7034432-CN","47.68426216","-122.32858175","POINT (-122.32858175 47.68426216)"
"1403 29TH AVE","7034632-CN","Single Family/Duplex","Residential","New","Construct North DADU  this permit [Establish use as single family residence  an attached and a detached accessory dwelling units (SFR + AADU and DADU)  per land use code. Construct as a one and a two-family dwelling  review and process for two records under 7022048-CN].","1","0","1","2024 Jul 10 12:00:00 AM","192,389","2025 Apr 11 12:00:00 AM","2026 Oct 11 12:00:00 AM","Issued","SEATTLE","WA","98122",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7034632-CN","47.61310645","-122.2953593","POINT (-122.2953593 47.61310645)"
"11050 2ND AVE NW","7034921-CN","Single Family/Duplex","Residential","New","Construct west two-family dwelling  per plan. (Establish use as single-family residence with attached and detached accessory dwelling units per land use code. Construct new one- and two-family dwellings  per plan. Review and processing for two records under 7034921-CN)","4","0","4","2024 Aug 31 12:00:00 AM","725,488","2025 Feb 19 12:00:00 AM","2026 Aug 19 12:00:00 AM","Issued","SEATTLE","WA","98177",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7034921-CN","47.71023022","-122.35918872","POINT (-122.35918872 47.71023022)"
"316 N 84TH ST","7035180-CN","Single Family/Duplex","Residential","New","Construct new one family dwelling  per plan.  Establish use as single family residence with attached and detached accessory dwellings units per land use code.  Construct new one- and two-family dwellings  per plan.  Review and processing for two records under 7023634-CN)","1","0","1","2024 Jul 15 12:00:00 AM","187,518","2024 Dec 11 12:00:00 AM","2026 Jun 11 12:00:00 AM","Issued","SEATTLE","WA","98103",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7035180-CN","47.69004025","-122.35445606","POINT (-122.35445606 47.69004025)"
"535 N 70TH ST","7035707-CN","Single Family/Duplex","Residential","New","Construct new one family dwelling  per plan (Establish use as single family residence with attached and detached accessory dwelling units per land use code.  Construct new one and two family dwellings  per plan.   Review and processing for two records under 7026975-CN)","0",,,"2024 Jul 17 12:00:00 AM","190,475","2025 Feb 10 12:00:00 AM","2026 Aug 10 12:00:00 AM","Issued","SEATTLE","WA","98103",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7035707-CN","47.67943051","-122.35097954","POINT (-122.35097954 47.67943051)"
"310 A 20TH AVE","7035964-CN","Multifamily","Residential","New","Construct NW one-family dwelling 1  per plan. (Establish use as single-family residence with attached and detached accessory dwelling units per land use code. Construct 2 new one-family dwellings and 2 new two-family dwellings  per plan. Review and processing for four records under 7035964-CN)","6","0","6","2024 Nov 11 12:00:00 AM","248,053","2025 Jul 21 12:00:00 AM","2027 Jan 21 12:00:00 AM","Issued","SEATTLE","WA","98122",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7035964-CN","47.6046946","-122.30609905","POINT (-122.30609905 47.6046946)"
"4707 S CLOVERDALE ST","7036262-CN","Institutional","Non-Residential","New","New skatepark and associated seating areas  pathways  shelters and landscape improvements.","0","0","0","2025 Feb 18 12:00:00 AM","2,250,000","2025 Jun 11 12:00:00 AM","2026 Dec 11 12:00:00 AM","Issued","SEATTLE","WA","98118",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7036262-CN","47.52565593","-122.27298398","POINT (-122.27298398 47.52565593)"
"6511 19TH AVE NW","7037044-CN","Single Family/Duplex","Residential","New","Construct new West single family dwelling  per plan. (Establish use as single family residence with attached and detached accessory dwelling units per land use code.  Construct new one and two family dwellings  per plan. Review and processing for two records under 7028664-CN)","0",,,"2024 Jul 25 12:00:00 AM","198,241","2025 Jan 28 12:00:00 AM","2026 Jul 28 12:00:00 AM","Issued","SEATTLE","WA","98117",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7037044-CN","47.67635717","-122.3815202","POINT (-122.3815202 47.67635717)"
"6505 19TH AVE NW","7037046-CN","Single Family/Duplex","Residential","New","Construct new West single family dwelling  per plan. (Establish use as single family residence with attached and detached accessory dwelling units per land use code.  Construct new one and two family dwellings  per plan. Review and processing for two records under 7030206-CN)","0",,,"2024 Jul 25 12:00:00 AM","198,241","2025 Jan 28 12:00:00 AM","2026 Jul 28 12:00:00 AM","Issued","SEATTLE","WA","98117",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7037046-CN","47.67624807","-122.38149916","POINT (-122.38149916 47.67624807)"
"4714 BEACH DR SW","7037469-CN","Single Family/Duplex","Residential","New","Establish use as a single-family residence per the land use code. Construct a one-family dwelling maintaining portions of foundation and structure  per plans","1","0","1","2024 Nov 01 12:00:00 AM","554,997","2025 Mar 05 12:00:00 AM","2026 Sep 05 12:00:00 AM","Issued","SEATTLE","WA","98116",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7037469-CN","47.56052141","-122.40320045","POINT (-122.40320045 47.56052141)"
"5514 25TH AVE NE","7038672-CN","Single Family/Duplex","Residential","New","Construct two family dwelling  per plan (Establish use as single family residence with attached and detached accessory dwelling units per land use code.  Construct one and two family dwellings  per plan.  Review and process for 2 records under 7038672-CN)","4","0","4","2024 Nov 14 12:00:00 AM","502,628","2025 May 05 12:00:00 AM","2026 Nov 05 12:00:00 AM","Issued","SEATTLE","WA","98105",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7038672-CN","47.6690037","-122.300403","POINT (-122.300403 47.6690037)"
"1759 NW 62ND ST","7039015-CN","Single Family/Duplex","Residential","New","Construct new North two family dwelling  per plan. (Establish use as townhouses (multifamily residential)  per land use code. Construct (2) new two family dwellings  per plan. Review and processing for two records under 7039015-CN)","4","0","4","2024 Oct 29 12:00:00 AM","557,671","2025 Apr 08 12:00:00 AM","2026 Oct 08 12:00:00 AM","Issued","SEATTLE","WA","98107",,"https://services.seattle.gov/portal/customize/LinkToRecord.aspx?altId=7039015-CN","47.67364687","-122.38132465","POINT (-122.38132465 47.67364687)"
